question_id,explanation
2014_nrs_14_pm071,"在宅でオピオイド持続皮下注射を使用している患者への疼痛管理の指導で適切なのは、レスキューとしてのオピオイドの追加注入はAさん自身が行うことである。PCA（自己調節鎮痛法）機能付きシリンジポンプにより、患者自身がボタンを押して追加投与できる。これにより疼痛の自己管理が可能となり、QOLが向上する。シリンジの交換は医療者が行う。疼痛がなくても持続投与は突然中止しない。レスキュー量には上限が設定されている。"
2014_nrs_14_pm072,"医療における安全管理のシステム設計の原則で正しいのは、作業のプロセスを標準化することである。標準化により作業手順のばらつきを減らし、ヒューマンエラーの発生を防止する。個人の反省ではなくシステムとして安全を確保する考え方が重要である。人の記憶力に依存する設計はエラーの原因となる。複数の業務の同時実施は注意力の分散を招き、エラーリスクを高める。フールプルーフやフェイルセーフの考え方も安全設計の重要な原則である。"
2014_nrs_14_pm073,"意識不明で回復の見込みがない患者の家族への対応で最も適切なのは、Aさんのアドバンスディレクティブ（事前指示）を確認するよう伝えることである。アドバンスディレクティブとは本人が意思表示できなくなった場合に備え、終末期の医療について事前に意思を書面で示しておくものである。本人の意思を尊重した治療方針の決定に不可欠である。医師だけに判断を委ねるのは患者の自己決定権を損なう。倫理委員会への依頼は必要に応じて行うが、まず本人の意思確認が優先される。"
2014_nrs_14_pm074,"災害急性期における精神障害者への看護で最も適切なのは、服薬している薬剤を中断しないように支援することである。抗精神病薬や抗うつ薬などの突然の中断は離脱症状や精神症状の再燃を招く危険がある。災害時は医療機関へのアクセスが制限されるため、服薬継続の支援が極めて重要である。名札の着用の強制はプライバシーの侵害となる。災害状況は適切に説明すべきである。不眠の持続は精神状態悪化の兆候であり、一時的と軽視すべきではない。"
2014_nrs_14_pm075,"災害時の避難先で高齢者への対応として最も適切なのは、トイレに近い場所を確保することである。高齢者は頻尿や移動困難がある場合が多く、トイレまでの距離を短くすることで排泄に伴うストレスや転倒リスクを軽減できる。また、トイレを我慢して水分摂取を控えることによる脱水や深部静脈血栓症の予防にもつながる。持参薬の回収・再分配は不適切である。区画内に閉じ込めるのではなく、エコノミークラス症候群予防のため適度な活動を促す。"
2014_nrs_14_pm076,"自己効力感を高める支援として最も適切なのは、自己管理で改善できた点が少しでもあればそれを評価することである。バンデューラの自己効力感理論では、成功体験（遂行行動の達成）が自己効力感を最も強く高める。小さな成功でも認めて肯定的にフィードバックすることが重要である。目標は達成可能なレベルに設定すべきで、高すぎる目標は失敗体験を増やし逆効果である。不適切な点の指摘は自信を低下させる。理由を話しているときは傾聴すべきである。"
2014_nrs_14_pm077,"1歳0か月の幼児の標準的な身長と体重は約75cm・約9kgである。出生時の平均体重約3kgは生後3〜4か月で約2倍（6kg）、1歳で約3倍（9kg）になる。身長は出生時約50cmから1歳で約1.5倍（75cm）になる。55cm・6kgは生後3〜4か月頃の値に近い。100cmは4歳頃、12kgは2歳頃の値に相当する。成長曲線を用いた発育評価は小児看護の基本的知識である。"
2014_nrs_14_pm078,"妊娠11週の初産婦に非妊時と比べて付加することが望ましいのは葉酸である。妊娠初期は胎児の神経管閉鎖障害予防のために葉酸の付加摂取が特に重要であり、妊娠前から妊娠12週頃まで通常の食事に加えて400μg/日の摂取が推奨される。蛋白質やカルシウムの付加は妊娠中期以降に推奨される。糖質の付加は特に推奨されていない。カリウムの付加も妊娠初期に特に必要とされる栄養素ではない。"
2014_nrs_14_pm079,"20年間抗精神病薬を服用している患者に不随意の口・舌の運動がみられる場合、遅発性ジスキネジアと判断される。遅発性ジスキネジアは抗精神病薬の長期投与に伴う副作用で、口唇・舌・顎などに不随意運動が出現する。被害妄想は統合失調症の陽性症状であり不随意運動とは異なる。作為体験は自分の行動が他者に操られる体験である。カタレプシーは蝋屈症で受動的に取らされた姿勢を保持し続ける。アカシジアは静座不能（じっとしていられない）症状である。"
2014_nrs_14_pm080,"小児医療の課題と対応の組合せで正しいのは「障害児の在宅医療のニーズの増加 — レスパイトケアの充実」である。在宅で重症児を介護する家族の負担は大きく、一時的に介護を代行するレスパイトケアの充実が求められる。低出生体重児への対応は人工乳の推進ではなく母乳育児の支援が重要。育児不安への対応は親への支援が中心。小児救急はドクターカーよりも救急体制の整備が課題。成人になった慢性疾患患者には本人の意思決定支援が重要である。"
2014_nrs_14_pm081,"小脳の機能は姿勢反射の調節と随意運動の制御である。小脳は運動の協調性・正確性を維持し、姿勢やバランスの調節、随意運動の円滑な遂行に関与する。小脳障害では運動失調（企図振戦、測定障害、歩行障害等）が出現する。関節角度の知覚（深部感覚）は大脳皮質の体性感覚野で処理される。振動感覚の中継は視床が担う。下行性の疼痛抑制は脳幹（中脳水道周囲灰白質など）が関与する。"
